airline_sentiment,clean_tweet
negative,INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for minutes and nothing.
neutral,Airline trouble &amp; not getting satisfactory customer service? contact we negotiate resolutions for You!
neutral,hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $ on March please!
negative,"Why can we no longer change trips with a companion online? Been doing it for years, now get message can not be done online?"
negative,Adding RR number to a stay is too hard. will not take RR number at checkin/out and Marriott phone CS not helpful.
negative,NOR fly to Toronto?!?!? you are killing me smalls.......
neutral,traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science
positive,Customer Centricity is knowing people
negative,"I have used you guys for most my travels, but this last experience I will never use southwest again!"
neutral,is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible'
negative,"- first time we tried to redeem pts for *anything*, it really did not go well."
positive,ok thank you i hope so too
negative,Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.
positive,"moms, careers, day trip to LA."
neutral,is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ai
negative,"Switching planes due to mechanical problems. How does reboarding work? Was A , now at end of long line. Stuck in middle?"
negative,"Why, when I booked via phone after calling the A List preferred #, did not my KTA get added to the ticket??? Must I use web?"
negative,"Tried for VIP Live in The Vineyard but yr site went down, by the time I got in redeem pts those packages gone."
neutral,An Oscar-worthy entrance into LA.
positive,"is the best airline hands down. Amazing customer service, bags free and affordable flights."
positive,thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!
neutral,Will Flight that arrives at E be a penguin plane?
positive,Thank you for taking good care of people with ALS! Life_Story_
positive,has the smoooothest flight attendants.
negative,why was Southwest only airline to Cancelled Flight all flights from Charleston? Was : pm flight Cancelled Flightation really weather reLate Flightd?
neutral,re you best? Or just money hungry?
negative,"Thanks for the text, but not exactly timely ). Data throughout issues today maybe?"
negative,I called the # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent !
negative,year customer but I am and those lost or inches really hurt every time the person in front shifts he raps my knees
neutral,"...was only less than pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring."
neutral,"Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget..."
negative,would be great if I atleast was next to my husband who is flying in the same reservation
negative,why is customer relations still not open....in Texas?!
positive,Thank you for the tip!
negative,I hate evolved seating. knees in the seat pocket
positive,Thanks to your team for dealing with Flight to Houston.
positive,"bumped me to preboard on both flights (because I am fat?) Whatever the reason, thanks!"
negative,"I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations."
neutral,I urgently need two receipts sent but CS is closed. Can you help?
negative,Any ETD for SWA from PHL? Appears delayed but no info available at gate.
negative,can you tell me why you Cancelled Flightled the flight vs delay
negative,my bday was yesterday and my girl gave birth to my first born and I could not get a courtesy flight change from Lynn... THANKS!
neutral,^CB how do you know? @SouthwestAir
negative,"no need, I know the status, you Cancelled Flightled instead of delaying the flight."
negative,weather where? And at what time Cancelled Flighted? No I can not because meeting was today.
neutral,the flight is not that empty.... Is this rude or not?
positive,- We left iPad in a seat pocket. Filed lost item report. Received it exactly week Late Flightr. Is that a record?
negative,when and why was flight from MSP Cancelled Flighted this AM?
