sentiment,text,clean_tweet
3,Results of our' #Mobility PilotHouse program. @ATT  @Cisco @Apple see which had the most loyal customers. http://t.co/FAyv72N0xt,Results of our' PilotHouse program. see which had the most loyal customers.
3,"@optionmonster IMHO, #oil is going lower, no reason not to, no bottom here. Also, BTW #AAPL is going $200. @CNBCClosingBell #boldstatement","IMHO, is going lower, no reason not to, no bottom here. Also, BTW is going $ ."
3,RT @NewsMintApp: #AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp,RT :Steve Jobs emails featured in Apple iPod U.S. antitrust trial...
1,@Google Beating @Apple in U.S. Education Market Amid iPad Slowdown http://t.co/KTsLbYeNTa #neo,Beating in U.S. Education Market Amid iPad Slowdown
5,@SonyUK see not even have the courtesy to reply as I said should have stayed with @apple much better customer service from them,see not even have the courtesy to reply as I said should have stayed with much better customer service from them
1,@TIME: Steve Jobs to testify in @Apple trial from beyond the grave http://t.co/pPab0v8hUn,Steve Jobs to testify in trial from beyond the grave
3,2 simple rules for young designers from legendary @Apple designer Susan Kare via @FastCoDesign http://t.co/NLzn2m5FjG,simple rules for young designers from legendary designer Susan Kare via
3,"sold to you on both counts RT @ualdrivr: @optionmonster IMHO, #oil is going lower,  no bottom here. Also, BTW #AAPL is going $200","sold to you on both counts RT IMHO, is going lower, no bottom here. Also, BTW is going $"
3,5 Companies Growing Faster Than Apple Inc. http://t.co/QsoC8dir60 #AAPL,Companies Growing Faster Than Apple Inc.
3,#AAPL:Apple co-founder The Woz going into reality TV...http://t.co/N4TcQdV5MV,:Apple co-founder The Woz going into reality TV...
3,"Apple Inc. price at close, December 02, 2014, is 114.63. #apple #AAPL","Apple Inc. price at close, December , , is . ."
1,2/ At its announcement @samsung supporters criticized #AAPL for 'following' Samsung into the large screen game.,/ At its announcement supporters criticized for 'following' Samsung into the large screen game.
3,We're out here taking Bluetooth calling to a whole new level where you at @Microsoft @Apple @BillGates http://t.co/YWVxCWwnww,we are out here taking Bluetooth calling to a whole new level where you at
3,"3/ Looking at it now, especially with @samsung's declining sales, it looks more like #AAPL just decided it wanted Samsung's piece of the pie","/ Looking at it now, especially with declining sales, it looks more like just decided it wanted Samsung's piece of the pie"
5,Thank you @Apple for fixing the #Swift sourcekit crashes in #XCode :). Life is better now! http://t.co/NbRWTTcZ35,Thank you for fixing the sourcekit crashes in :). Life is better now!
1,Where da fuck is this middle finger emoji @apple so I can ignore my Niggaz shit talk wit a single sign,Where da fuck is this middle finger emoji so I can ignore my Niggaz shit talk wit a single sign
5,So cool! Apple Patents iPhone Drop Protection Mechanism That Changes Device Angle In Freefall #aapl #AppleWatch http://t.co/Yck87DOCeQ,So cool! Apple Patents iPhone Drop Protection Mechanism That Changes Device Angle In Freefall
1,Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone,Sign of utterly broken wifi driver: my Air sitting on my lap I am desperate enough to read my email on my Android phone
3,@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u,MobileFirst enterprise collaboration online. Game changer?
3,Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI #AAPL,Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog]
5,#AAPL moving towards the #IoT and more connectivity in your everyday life. RT @businessinsider: THE FUTURE OF APPLE http://t.co/ZiKLflrHpm,moving towards the and more connectivity in your everyday life. RT THE FUTURE OF APPLE
3,Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies,Who knows someone that works or has worked in Cupertino?
5,@Apple #ipad #innovation  let us maintain what we enjoyed when we were young http://t.co/Tpt3k2GBAS via @HuffPostTech http://t.co/Tpt3k2GBAS,let us maintain what we enjoyed when we were young via
3,@renoxalex @Apple so sick @tacobell is petitioning for one,so sick is petitioning for one
3,@apple need to come out with new emojis. Perhaps one that is a @Raptors claw,need to come out with new emojis. Perhaps one that is a claw
3,Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL,Apple Releases Final Cut Pro . . and Xcode . . [Mac Blog]
3,Apple Inc. iPhone 6 May Infringe On Chinese Company's Patent http://t.co/fcCrpUvyRi #AAPL,Apple Inc. iPhone May Infringe On Chinese Company's Patent
3,Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL,Apple Inc heads to trial over digital music claims
1,Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android,Chinese smartphone maker claims copied iPhone design -
3,contact @Apple RT @mrstiffanyanne anybody that sold an iPhone before? i have questions &amp; can't find them on Google!!!,contact RT anybody that sold an iPhone before? i have questions &amp; can not find them on Google!!!
5,"@apple goes red for aids awareness #ProductRED #fuckaids 
http://t.co/NVJbsh3duW
for every like i get this month a will donate a quarter",goes red for aids awareness for every like i get this month a will donate a quarter
3,WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,WHY DO I HAVE GROUP MESSAGES WITH THE SAME PEOPLE. @apple
1,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,RT WHY DO I HAVE GROUP MESSAGES WITH THE SAME PEOPLE. @apple
1,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,RT WHY DO I HAVE GROUP MESSAGES WITH THE SAME PEOPLE. @apple
1,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,RT WHY DO I HAVE GROUP MESSAGES WITH THE SAME PEOPLE. @apple
3,Is @apple the most searched for company and @google the most searched on platform?,Is the most searched for company and the most searched on platform?
3,I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg,I am learning all about Apple at
3,#AAPL:Is it time to start buying Apple?...http://t.co/5nulnjlbaG,:Is it time to start buying Apple?...
3,"Apple Continues War on Notification Center Widgets, Asks 'Drafts' to Remove Note Creation Feature http://t.co/QJgIklUDVh #AAPL","Apple Continues War on Notification Center Widgets, Asks 'Drafts' to Remove Note Creation Feature"
3,I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/TuI7LSgBJw,I am learning all about iPod Touch at
1,#Apple Inc. #AAPL News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? http://t.co/ZF0v7k2N7H,Inc. News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law?
3,"#VerrÌ_cktes #GerÌ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/PGCaSLAnZa",": zum [] Watch. (, )"
3,@Apple gets patent 2prevent cracked screens by rotating falling #iPhones  http://t.co/HncqAOrFKR via @mashable #bigdocc,gets patent prevent cracked screens by rotating falling via
1,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,RT WHY DO I HAVE GROUP MESSAGES WITH THE SAME PEOPLE. @apple
1,"@Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?","if I dismiss a call when it comes in, I did not 'miss' that call. can not the notification accurately reflect my action?"
1,IM SICK OF YOUR FUCKING SHIT @apple,IM SICK OF YOUR FUCKING SHIT @apple
3,"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6.","introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone ."
3,@Apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience  http://t.co/bfU8MSx7On #cx #cem,sets its own timetable (rather than chasing the ) by focusing on
3,"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX","Today's Show On Demand features on ; opening in , &amp; Hot at !"
3,#AAPL:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV,:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...
3,#AAPL: Steve Jobs to Be Star Witness in #Apple iPod Lawsuit: Steve Jobs e1294712990453 #AAPL: Steve Jobs to Be... http://t.co/4wdMnluzjK,: Steve Jobs to Be Star Witness in iPod Lawsuit: Steve Jobs e : Steve Jobs to Be...
3,Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 #AAPL,Mozilla Planning to Release Firefox iOS App in the Future
3,@renoxalex @Apple or hang loose ???,or hang loose ???
3,@Landonboyd93 @renoxalex @Apple wheres the lava lamp emoji?,wheres the lava lamp emoji?
3,"Ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems.","Ok, if you are going to sell each other's stuff, provide each other with visibility into each other's order systems."
1,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,I had the Facebook app but my dumbass deleted it and now I can not redownload cause it says I need iOS suck my fucking ass @apple
3,"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU","Final for Tuesday, December , :"
3,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$","Final for Tuesday, December , via Hamzei $$"
3,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8","RT New HA Blog Post &gt;&gt;&gt; Final for Tuesday, December , :"
3,Amazon (AMZN) Ecosystem: The Biggest Threat to #AAPL Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t... http://t.co/A0j0C8TbyW,Amazon (AMZN) Ecosystem: The Biggest Threat to Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t...
1,@apple get cha shit together and fix my phone !!!,get cha shit together and fix my phone !!!
3,@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!,You need to try the Ultra Red Monster!
3,@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol,I heard Monster was the hebrew devil. lol
3,@Shampeau @TheWeldingRoom @Apple @Monster @redbull No holds bar huh?,No holds bar huh?
3,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso",":After-hours buzz: Apple, Bob Evans Farms &amp; more..."
3,"@Shampeau @caseypieper @Apple @Monster @redbull 
Ultra Red? ok, I have some research to do... I've seen the coffee, white, blue","Ultra Red? ok, I have some research to do... I have seen the coffee, white, blue"
1,@iirwanks ICK YO @apple Autocorrect RUSE,ICK YO Autocorrect RUSE
1,Ok I muted the groupchat but I still get notifications uhm @apple what the hell,Ok I muted the groupchat but I still get notifications uhm what the hell
1,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!
1,"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice...","Sitting here waiting for more than half hour for my 'appt' , watching 'geniuses' talk crap about their customers in the open, nice..."
5,Loving my #carplay unit in my Honda Fit!  Works great.  I just hope more apps make it to CarPlay!  Come on @Apple!!,Loving my unit in my Honda Fit! Works great. I just hope more apps make it to CarPlay! Come on !
3,iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq,iPhones Of The Future Could Save Themselves When You Drop Them
1,It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone,It would be nice if I could type more than one sentence without my computer freezing up @Everyone
3,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/g0NOwucGoG","Final for Tuesday, December ,"
3,@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver http://t.co/miSpGaBjaO,Early Signs of Liver Damage &amp; How to Strengthen Your Liver
1,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!","Yo wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!"
1,@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.,why does the clock disappear in Siri? it is super annoying when you want to set an alarm and suddenly you can not see the time.
3,Dear @Apple I would like an #iMac with touch screen more than a watch,Dear I would like an with touch screen more than a watch
1,my dad called now my musics arent playing jesus christ @apple problematic,my dad called now my musics arent playing jesus christ problematic
1,fuck you fuck you so much i hate you @apple,fuck you fuck you so much i hate you @apple
3,"#AAPL:In emails, Jobs determined to keep iPod Apple-only...http://t.co/Ox0P6tIhrs",":In emails, Jobs determined to keep iPod Apple-only..."
1,L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL,L.A. School District Officially Ends $ . Billion iPad Initiative in the Midst of an FBI Investigation
3,Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely,Will I become immune to bugs like You become like the people you spend most of your time with.
1,well imessage doesn't work thanks @apple,well imessage does not work thanks @apple
1,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,Next year my goal is to be free. Tired of their BS. @iTunesSupport
5,"@jengolbeck @Apple Yep, the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out.","Yep, the only jump I would make from my now is to S. At least good deals on S now with out."
1,@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(,My S was great - just had a cracked screen &amp; a dying battery. I am thinking about trading the in for a new S :(
