airline_sentiment,clean_tweet,vader
positive,"This is probably the least dependable airline in the Western Hemisphere. does not belong in Star Alliance, but SkyTeam",0
negative,severely under staffed at Iah.,-0.4588
positive,amazing hospitality and helpfulness from Anthony Lastella. Great staff dddai def flying again.,0.8957
negative,this hr delay is a vacation buzzkill,-0.3182
positive,"just touched down in Miami - not too far off , Nicely done united d",0.6908
neutral,what is the status of flight BogotA!-Houston?,0
negative,really enjoying my Sunday on hold...over hour. Perhaps a better client experience is needed.,0.7645
neutral,Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,0
negative,"broken light, mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last hrs",-0.689
negative,I would appreciate a response regarding the pressurization failure on flight . You seem to be responding to less serious issues,-0.1548
positive,"it was very comfortable, now waiting for our luggage",0.5563
neutral,"getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks.",0.802
negative,"once again you guys did not let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",-0.3182
positive,finally got through and they were very helpful. Appreciate it!,0.7479
neutral,pls follow for DM,0.0772
neutral,"ah, that would explain why crew did not seem particularly distressed when we pointed it out. It was a little startling at first.",0.3728
negative,not for me. I am on another Ua flight gates down that was held mins for cnx pax.,0
neutral,can you assign seats,0
negative,a It looks like form the photo that something burst out of your luggage. Is this correct? ^JHa always blame the customer,0.0258
negative,it is boarding time for ua but no crewe,-0.4215
neutral,just added one. Ty,0.3818
positive,thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,-0.2263
neutral,Pls hold UA for cnx pax frm UA . All runners. A min hold will save fam frm miscnx. Pls. Twitter is watching.,0.5859
negative,no way one person is working entire security checkpoint in EWR d,0.0516
negative,who authors this fiction? I just heard on radio we do not even have a jetway secured yet,0.4019
negative,so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?,-0.3695
negative,oh I did. Was still lost. Your tracking system stinks as does the delivery system.,-0.5106
negative,feeling like a true united customer stuck.on the tarmac in dc for over hrs. UNITEDFAIL,0.8225
neutral,pls follow for DM.,0.0772
negative,leadership counts. landed at : last night-deplaned at : . minutes of that was waiting for the jetway. Inexcusable,0
negative,I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,0
negative,employee=faceless. do not throw them under the bus. Starts with management. I am almost a million miler and own my own company. /,0
negative,you can not say the flight is pulled in and departs in mins if boarding has not even started!,0
negative,I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand,-0.631
negative,hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared.,-0.1179
negative,you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be min for a gate,-0.6996
negative,"the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. hours and counting",-0.5859
negative,DM'd you hrs ago at your request. No response to be found .... just like my bag.,0.0772
positive,worked out after all. Thanks for your immediate reply!!,0.5399
negative,two hour delay for a plane that was visible from the airport. So far terrible customer service.,-0.6887
neutral,"It was . But we helped you with the weight issue, took your vouchers, and hopped on a flight instead.",0
negative,"as if a hour maintenance delay was not enuf, u charge me $ /bag as a global service platinum mbr. Get ur shit together",-0.7096
negative,last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!,-0.7978
negative,this customer service experience will be tweeted for quality assurance.,0.34
negative,you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,0
neutral,can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,0.69
neutral,can you get me to okc from Sacramento today. Dfw is now closed,0
negative,any chance you could help rebook?? My flight Cancelled Flightled,0.4696
neutral,"Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of ""pilots haven't arrived yet"" announcements.",0
neutral,Yes. To Boston. I was going to Providence.,0.4019
negative,you really need a better system for handling Cancelled Flightled flights,0.2878
neutral,how are conditions in BOS today? I am in UA . Everything appears to be in time but I wanted to check.,0
negative,It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr,0.3818
negative,give me a direct number I can call regarding my lost baggage immediately.,-0.25
negative,involuntarily bumped your passenger and can not guarantee them another flight for three days!,-0.2575
negative,Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $ voucher for an $ fare when you have,0.0869
negative,"I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",0.1511
negative,". Our newest delay, right now",-0.3182
negative,"If you show available seats, you need to honor that! I shouldnt spend hr on phone to hear that ""really there are not seats""",0.5411
negative,min on hold trying to book award flight because site errors out. Agents ask for my pin to see platinum availability??? badbadbad,0.3899
negative,is a joke. Lots of angry people at IAH this AM.,-0.2732
negative,completely unacceptable to seat st class passenger into middle seat in (not even premium economy),-0.5095
negative,"Found flight after . hrs. How am I offered a $ flight voucher hrs before, lose my seat out of neglect, then get nothing?",-0.6908
positive,"Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",0.7184
neutral,why de-ice before taxing? Maybe it ? @AmericanAir,0
neutral,Flight CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,0
